Freq	VFDB
0.2	VFG034561(gi:386637726) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia co...
0.2	VFG001443(gb|AAF37887) (ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia col...
0.2	VFG033814(gi:386637704) (vat) IgA-specific serine endopeptidase precursor [Vacuolating ...
0.2	VFG034115(gi:386639500) (irp1) yersiniabactin biosynthetic protein [Yersiniabactin side...
0.2	VFG035347(gi:386640312) (ECABU_c31070) ImpA-related N-terminal family protein [SCI-I T6...
0.2	VFG035271(gi:117625060) (APECO1_3698) hypothetical protein [SCI-I T6SS (CVF734)] [Esche...
0.2	VFG034113(gi:387607664) (irp1) non-ribosomal peptide synthase (yersiniabactin sideropho...
0.2	VFG034121(gi:386599813) (irp1) putative polyketide synthetase [Yersiniabactin sideropho...
0.2	VFG033816(gi:386598009) (vat) hemoglobin-binding protease Hbp [Vacuolating autotranspor...
0.2	VFG044067(gi:218534572) (pECS88_0104) Colicin-Ia [colicin Ia (TX382)] [Escherichia coli...
0.2	VFG034542(gi:26246313) (eaeH) adhesin [EaeH (CVF679)] [Escherichia coli CFT073]
0.2	VFG012548(gi:110642113) (irp2) yersiniabactin biosynthetic protein [Yersiniabactin side...
0.2	VFG035350(gi:386600827) (ECOK1_3214) ImpA domain-containing protein [SCI-I T6SS (CVF734...
0.2	VFG035836(gi:117622516) (aec15) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0.2	VFG012553(gi:91211200) (irp1) HMWP1 nonribosomal peptide/polyketide synthase [Yersiniab...
0.2	VFG034572(gi:222155109) (eaeH) adhesin [EaeH (CVF679)] [Escherichia coli O83:H1 str. LF82]
0.2	VFG034566(gi:387610830) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia co...
0.2	VFG012486(gi:91213874) (hlyA) hemolysin A [Alpha-hemolysin (CVF453)] [Escherichia coli ...
0.2	VFG043679(gi:112292704) (clbP) putative penicillin binding protein [colibactin (TX033)]...
0.2	VFG000925(gb|NP_752606) (fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (...
0.2	VFG000876(gb|NP_757244) (fimD) Outer membrane usher protein fimD precursor [Type 1 fimb...
0.2	VFG000924(gb|NP_752610) (fepB) ferrienterobactin ABC transporter periplasmic binding pr...
0.2	VFG034099(gi:386629711) (irp2) phenyloxazoline synthase MbtB [Yersiniabactin siderophor...
0.2	VFG033903(gi:386641993) (cnf1) cytotoxic necrotizing factor 1 [Cytotoxic necrotizing fa...
0.2	VFG035969(gi:110641590) (upaH) autotransporter/adhesin [UpaH, AIDA-I type (CVF741)] [Es...
0.2	VFG043682(gi:112292707) (clbM) putative drug/sodium antiporter [colibactin (TX033)] [Es...
0.2	VFG035185(gi:26249227) (c3392) ClpB protein [SCI-I T6SS (CVF734)] [Escherichia coli CFT...
0.2	VFG045840 (EC958_2290) HMWP1 nonribosomal peptide/polyketide synthase [Yersiniabactin s...
0.2	VFG018216(gi:91209353) (ecpC) hypothetical protein YagX precursor [E. coli common pilus...
0.2	VFG043544(gi:15800816) (Z1307) outer membrane protein A [OmpA (AI330)] [Escherichia col...
0.2	VFG033817(gi:386605757) (vat) Vacuolating autotransporter toxin [Vacuolating autotransp...
0.2	VFG036076(gi:386637465) (usp) putative S-type colicin [Colicin-like Usp (CVF754)] [Esch...
0.2	VFG034109(gi:410482038) (irp1) High-molecular-weight nonribosomal peptide/polyketide sy...
0.2	VFG043094(gi:15802300) (cheA) chemotaxis protein CheA [peritrichous flagella (AI140)] [...
0.2	VFG034119(gi:387612532) (irp1) non-ribosomal peptide synthase (yersiniabactin sideropho...
0.2	VFG043101(gi:15802357) (fliA) flagellar biosynthesis sigma factor [peritrichous flagell...
0.2	VFG034635(gi:218701866) (cfaC) hypothetical protein [CFA/I fimbriae (CVF684)] [Escheric...
0.2	VFG046113 (ECVR50_2117) yersiniabactin biosynthetic protein [Yersiniabactin siderophore...
0.2	VFG049158(gb|YP_006635484.1) (clbL) colibactin biosynthesis amidase ClbL [Colibactin (V...
0.2	VFG040954(gi:157159001) (gspE) general secretory pathway protein E [gsp (SS206)] [Esche...
0.2	VFG044165(gb|NP_752609) (entS) enterobactin exporter, iron-regulated [enterobactin (IA0...
0.2	VFG035237(gi:26249233) (c3398) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0.1	VFG000933(gb|NP_752613) (entB) isochorismatase [Enterobactin (VF0228)] [Escherichia col...
0.1	VFG043683(gi:112292708) (clbL) putative amidase [colibactin (TX033)] [Escherichia coli ...
0.1	VFG034570(gi:443616331) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia co...
0.1	VFG043982(gi:1124900) (cka) colicin K [colicin K (TX385)] [Escherichia coli str. K49]
0.1	VFG033958(gi:218701709) (iucD) L-lysine 6-monooxygenase [Aerobactin siderophore (CVF457...
0.1	VFG033892(gi:386641997) (hlyA) C-terminal part of hemolysin HlyA [Alpha-hemolysin (CVF4...
0.1	VFG046083 (ECVR50_0239) IcmF-related protein [ACE T6SS (CVF736)] [Escherichia coli VR50]
0.1	VFG034545(gi:110640572) (eaeH) adhesin/invasin [EaeH (CVF679)] [Escherichia coli 536]
0.1	VFG035561(gi:117622505) (aec27/clpV) ATPase [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035960(gi:386621289) (upaG/ehaG) hypothetical protein [UpaG adhesin, trimeric AT (CV...
0.1	VFG034098(gi:386639499) (irp2) yersiniabactin biosynthetic protein [Yersiniabactin side...
0.1	VFG043688(gi:112292713) (clbG) putative malonyl-CoA transacylase [colibactin (TX033)] [...
0.1	VFG012512(gi:88770274) (iroC) IroC [Salmochelin (IA014)] [Escherichia coli APEC O1]
0.1	VFG034483(gi:222155097) (ecpC) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0.1	VFG045823 (upaH) AIDA-I type autotransporter protein [UpaH, AIDA-I type (CVF741)] [Esch...
0.1	VFG034563(gi:386617803) (eaeH) Putative adhesin protein [EaeH (CVF679)] [Escherichia co...
0.1	VFG035199(gi:222157506) (LF82_432) ClpB protein [SCI-I T6SS (CVF734)] [Escherichia coli...
0.1	VFG012522(gi:88770304) (iucC) IucC [Aerobactin siderophore (CVF457)] [Escherichia coli ...
0.1	VFG012459(gi:26247147) (agn43) Antigen 43 precursor [Antigen 43, AIDA-I type (CVF451)] ...
0.1	VFG034120(gi:218558836) (irp1) High-molecular-weight nonribosomal peptide/polyketide sy...
0.1	VFG034124(gi:222156714) (irp1) HMWP1 nonribosomal peptide/polyketide synthase (EC231-) ...
0.1	VFG033845(gi:386622094) (agn43) Putative antigen 43 precursor [Antigen 43, AIDA-I type ...
0.1	VFG033927(gi:386628634) (iroC) ABC transporter ATP-binding protein [Salmochelin siderop...
0.1	VFG034777(gi:260870723) (espL4) T3SS effector-like protein EspL [EspL4 (CVF690)] [Esche...
0.1	VFG041003(gi:284924301) (aaiW) transposase [AAI/SCI-II (SS182)] [Escherichia coli O44:H...
0.1	VFG034114(gi:218699458) (irp1) High-molecular-weight nonribosomal peptide/polyketide sy...
0.1	VFG033825(gi:386630755) (sat) secreted auto transpoter toxin [Sat (CVF448)] [Escherichi...
0.1	VFG034125(gi:387617312) (irp1) yersiniabactin biosynthetic protein [Yersiniabactin side...
0.1	VFG034686(gi:161486035) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0.1	VFG045818 (EC958_4611) hypothetical protein [Temperature-sensitive hemagglutinin (CVF44...
0.1	VFG012302(gi:110644759) (fimD) outer membrane usher protein FimD precursor [Type I fimb...
0.1	VFG033824(gi:386640485) (sat) putative secreted autotransporter toxin sat [Sat (CVF448)...
0.1	VFG049153(gb|YP_006635479.1) (clbG) colibactin biosynthesis acyltransferase ClbG [Colib...
0.1	VFG033926(gi:386638509) (iroC) ATP binding cassette ABC transporter IroC [Salmochelin s...
0.1	VFG033286(gi:386642063) (fimD) outer membrane usher protein FimD [Type I fimbriae (CVF4...
0.1	VFG035579(gi:218557158) (aec27/clpV) ATP-dependent Clp proteinase Aec27 ATP-binding cha...
0.1	VFG012509(gb|NP_753167) (iroC) ATP binding cassette transporter [Salmochelin (IA013)] [...
0.1	VFG049162(gb|YP_006635488.1) (clbP) precolibactin peptidase ClbP [Colibactin (VF0573)] ...
0.1	VFG046097 (ECVR50_3325) secreted autotranspoter toxin [Sat (CVF448)] [Escherichia coli ...
0.1	VFG012554(gi:117624163) (irp1) yersiniabactin biosynthetic protein [Yersiniabactin side...
0.1	VFG018214(gi:26246300) (ecpC) Hypothetical protein yagX precursor [E. coli common pilus...
0.1	VFG034122(gi:386624598) (irp1) High-molecular-weight nonribosomal peptide/polyketide sy...
0.1	VFG045791 (csgD) putative 2-component transcriptional regulator for 2nd curli operon [C...
0.1	VFG043689(gi:112292714) (clbF) putative acyl-CoA dehydrogenase [colibactin (TX033)] [Es...
0.1	VFG034548(gi:215485411) (eaeH) adhesin/invasin [EaeH (CVF679)] [Escherichia coli O127:H...
0.1	VFG034719(gi:387614643) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0.1	VFG035488(gi:91209287) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia co...
0.1	VFG034567(gi:386612492) (eaeH) attaching and effacing protein EaeH [EaeH (CVF679)] [Esc...
0.1	VFG000912(gb|NP_753156) (focD) F1C fimbrial usher [F1C fimbriae (VF0224)] [Escherichia ...
0.1	VFG000928(gb|NP_752607) (fepG) iron-enterobactin ABC transporter permease [Enterobactin...
0.1	VFG035245(gi:386630566) (i02_3119) hypothetical protein [SCI-I T6SS (CVF734)] [Escheric...
0.1	VFG035503(gi:218557155) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0.1	VFG036003(gi:157157315) (ehaB) outer membrane autotransporter [EhaB, AIDA-I type (CVF74...
0.1	VFG033827(gi:386625733) (sat) secreted autotransporter, serine protease [Sat (CVF448)] ...
0.1	VFG000362(gb|NP_405471) (irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin...
0.1	VFG035204(gi:26249228) (c3393) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0.1	VFG013002(gi:74311121) (entF) ATP-dependent serine activating enzyme [Enterobactin synt...
0.1	VFG033284(gi:387607091) (fimD) fimbrial outer membrane usher protein [Type I fimbriae (...
0.1	VFG035211(gi:386640301) (ECABU_c30960) VGR-related protein [SCI-I T6SS (CVF734)] [Esche...
0.1	VFG000926(gb|NP_752608) (fepD) ferrienterobactin ABC transporter permease [Enterobactin...
0.1	VFG018920(gi:162419334) (irp1) yersiniabactin synthetase, HMWP1 component [Yersiniabact...
0.1	VFG033290(gi:387615050) (fimD) fimbrial outer membrane usher protein [Type I fimbriae (...
0.1	VFG040955(gi:157157281) (gspD) general secretion pathway protein D [gsp (SS206)] [Esche...
0.1	VFG034692(gi:91213503) (ibeC) hypothetical protein [Invasion of brain endothelial cells...
0.1	VFG034096(gi:387607663) (irp2) non-ribosomal peptide synthase (yersiniabactin sideropho...
0.1	VFG036004(gi:386612565) (ehaB) hypothetical protein [EhaB, AIDA-I type (CVF744)] [Esche...
0.1	VFG020297(gi:186895026) (irp1) Beta-ketoacyl synthase [Yersiniabactin (CVF051)] [Yersin...
0.1	VFG000929(gb|NP_752599) (entD) phosphopantetheinyl transferase component of enterobacti...
0.1	VFG003384(gi:51595932) (irp1) yersiniabactin biosynthetic protein [Yersiniabactin (CVF0...
0.1	VFG046011 (hofC) protein transport protein HofC-like protein [Hemorrhagic E.coli pilus ...
0.1	VFG033928(gi:218534591) (iroC) IroC, ATP binding cassette (ABC) transporter homolog [Sa...
0.1	VFG045900 (elfC) putative outer membrane usher protein ElfC [E.coli laminin-binding fim...
0.1	VFG033929(gi:386598812) (iroC) ABC transporter ATP-binding protein [Salmochelin siderop...
0.1	VFG012510(gi:110640511) (iroC) putative ATP binding cassette (ABC) transporter [Salmoch...
0.1	VFG035487(gi:117622502) (aec30) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0.1	VFG018215(gi:110640559) (ecpC) hypothetical protein YagX precursor [E. coli common pilu...
0.1	VFG049159(gb|YP_006635485.1) (clbM) precolibactin export MATE transporter ClbM [Colibac...
0.1	VFG012511(gi:91210150) (iroC) IroC protein [Salmochelin siderophore (CVF456)] [Escheric...
0.1	VFG003249(gi:145598508) (irp1) yersiniabactin biosynthetic protein [Yersiniabactin (CVF...
0.1	VFG033846(gi:218706548) (agn43) antigen 43 (Ag43) phase-variable biofilm formation auto...
0.1	VFG035269(gi:26249235) (c3400) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0.1	VFG034473(gi:386617794) (ecpC) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0.1	VFG033838(gi:260855975) (agn43) AidA-I adhesin [Antigen 43, AIDA-I type (CVF451)] [Esch...
0.1	VFG033291(gi:218561493) (fimD) outer membrane usher protein, type 1 fimbrial synthesis ...
0.1	VFG036074(gi:117622396) (usp) uropathogenic specific protein [Colicin-like Usp (CVF754)...
0.1	VFG034118(gi:218705473) (irp1) High-molecular-weight nonribosomal peptide/polyketide sy...
0.1	VFG034472(gi:386627881) (ecpC) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0.1	VFG034690(gi:110644295) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0.1	VFG033843(gi:386638529) (agn43) putative antigen 43 [Antigen 43, AIDA-I type (CVF451)] ...
0.1	VFG018223(gi:91209352) (ecpD) hypothetical protein YagW [E. coli common pilus (ECP) (CV...
0.1	VFG035186(gi:110642961) (ECP_2806) CLPA/B-type chaperone protein [SCI-I T6SS (CVF734)] ...
0.1	VFG012480(gi:91213873) (hlyB) hemolysin secretion protein HlyB [Alpha-hemolysin (CVF453...
0.1	VFG045839 (EC958_2289) putative peptide synthetase-like protein [Yersiniabactin siderop...
0.1	VFG035486(gi:110640434) (aec30) IcmF-like protein [ACE T6SS (CVF736)] [Escherichia coli...
0.1	VFG033826(gi:218706521) (sat) Serine protease [Sat (CVF448)] [Escherichia coli O17:K52:...
0.1	VFG003118(gi:45441467) (irp1) yersiniabactin biosynthetic protein [Yersiniabactin (CVF0...
0.1	VFG035939(gi:386626557) (air/eaeX) putative adhesin [Enteroaggregative immunoglobulin r...
0.1	VFG033884(gi:386641996) (hlyB) hemolysin secretion protein HlyB [Alpha-hemolysin (CVF45...
0.1	VFG035121(gi:26249222) (c3387) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0.1	VFG034691(gi:117626224) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0.1	VFG012500(gi:88770271) (iroN) IroN [Salmochelin (IA014)] [Escherichia coli APEC O1]
0.1	VFG043107(gi:15802373) (fliF) flagellar MS-ring protein [peritrichous flagella (AI140)]...
0.1	VFG035843(gi:260843767) (aec15) VgrE protein [ACE T6SS (CVF736)] [Escherichia coli O103...
0.1	VFG034005(gi:218534490) (iucA) Aerobactin siderophore biosynthesis protein IucA [Aeroba...
0.1	VFG033930(gi:386605041) (iroC) hypothetical protein [Salmochelin siderophore (CVF456)] ...
0.1	VFG035613(gi:117622507) (aec25) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0.1	VFG048582 (KPHS_34670) High-molecular-weight nonribosomal peptide/polyketide synthetase...
0.1	VFG035689(gi:117622510) (aec22) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0.1	VFG036001(gi:387605878) (ehaB) autotransporter [EhaB, AIDA-I type (CVF744)] [Escherichi...
0.1	VFG043108(gi:15802374) (fliG) flagellar motor switch protein G [peritrichous flagella (...
0.1	VFG035937(gi:387609441) (air/eaeX) putative invasin [Enteroaggregative immunoglobulin r...
0.1	VFG012602(gi:117625783) (chuA) outer membrane heme/hemoglobin receptor ChuA [Hemin upta...
0.1	VFG034100(gi:386619566) (irp2) putative peptide synthetase [Yersiniabactin siderophore ...
0.1	VFG034720(gi:386616783) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0.1	VFG045821 (flu) antigen 43 (Ag43) phase-variable aggregation and biofilm formation auto...
0.1	VFG035854(gi:222155057) (aec15) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0.1	VFG036084(gi:91206275) (senB) enterotoxin TieB protein [Enterotoxin SenB/TieB (CVF755)]...
0.1	VFG012526(gi:88770306) (iucA) IucA [Aerobactin siderophore (CVF457)] [Escherichia coli ...
0.1	VFG000906(gb|NP_755445) (hlyA) Hemolysin A [Hemolysin (VF0225)] [Escherichia coli CFT073]
0.1	VFG035238(gi:110642969) (ECP_2814) hypothetical protein [SCI-I T6SS (CVF734)] [Escheric...
0.1	VFG043114(gi:15802380) (fliM) flagellar motor switch protein FliM [peritrichous flagell...
0.1	VFG046068 (csgG) curli production assembly/transport component CsgG [Curli fibers (CVF8...
0.1	VFG001449(gb|AAA24047) (kpsT) KpsT [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 st...
0.1	VFG034108(gi:387617311) (irp2) yersiniabactin biosynthetic protein [Yersiniabactin side...
0.1	VFG001450(gb|AAA24046) (kpsM) KpsM [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 st...
0.1	VFG033908(gi:386638506) (iroN) TonB dependent outer membrane siderophore receptor IroN ...
0.1	VFG012613(gi:91213008) (chuW) putative oxygen independent coproporphyrinogen III oxidas...
0.1	VFG012457(gi:91210167) (cah) putative autotransporter [Cah, AIDA-I type (CVF745)] [Esch...
0.1	VFG043079(gi:15801195) (flgG) flagellar basal body rod protein FlgG [peritrichous flage...
0.1	VFG012336(gi:110640502) (sfaF) F1C fimbrial usher [S fimbriae (CVF427)] [Escherichia co...
0.1	VFG034556(gi:410484074) (eaeH) adhesin [EaeH (CVF679)] [Escherichia coli O104:H4 str. 2...
0.1	VFG012303(gi:91213962) (fimD) outer membrane usher protein FimD precursor [type 1 fimbr...
0.1	VFG012458(gi:49176177) (agn43) CP4-44 prophage; antigen 43 (Ag43) phase-variable biofil...
0.1	VFG040953(gi:157154920) (gspF) general secretion pathway protein F [gsp (SS206)] [Esche...
0.1	VFG033131(gi:218559969) (papC) Outer membrane usher protein PapC precursor [P fimbriae ...
0.1	VFG000935(gb|NP_753164) (iroN) salmochelin receptor IroN [IroN (VF0230)] [Escherichia c...
0.1	VFG000927(gi:26246566) (fepE) ferric enterobactin transport protein FepE [Enterobactin ...
0.1	VFG018221(gi:26246299) (ecpD) Hypothetical protein yagW [E. coli common pilus (ECP) (CV...
0.1	VFG012601(gi:91213002) (chuA) outer membrane hemin receptor ChuA [Hemin uptake (CVF460)...
0.1	VFG012242(gi:91213841) (papC) outer membrane usher protein PapC precursor [pyelonephrit...
0.1	VFG034105(gi:386624597) (irp2) High-molecular-weight nonribosomal peptide/polyketide sy...
0.1	VFG034564(gi:218703583) (eaeH) putative adhesin [EaeH (CVF679)] [Escherichia coli O17:K...
0.1	VFG034718(gi:157157305) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0.1	VFG033292(gi:386602362) (fimD) outer membrane usher protein fimD [Type I fimbriae (CVF4...
0.1	VFG049152(gb|YP_006635478.1) (clbF) colibactin biosynthesis dehydrogenase ClbF [Colibac...
0.1	VFG000902(gb|NP_755494) (sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichi...
0.1	VFG012499(gi:91210147) (iroN) IroN protein [Salmochelin siderophore (CVF456)] [Escheric...
0.1	VFG035249(gi:386603121) (UM146_02430) hypothetical protein [SCI-I T6SS (CVF734)] [Esche...
0.1	VFG034492(gi:260853520) (ecpD) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0.1	VFG034107(gi:222156713) (irp2) peptide synthetase-like protein [Yersiniabactin sideroph...
0.1	VFG045912 (ETEC_1008) fimbrial outer membrane usher protein [E.coli laminin-binding fim...
0.1	VFG035560(gi:110640437) (aec27/clpV) Clp ATPase [ACE T6SS (CVF736)] [Escherichia coli 536]
0.1	VFG035502(gi:386612379) (aec30) type VI secretion protein IcmFhypothetical protein [ACE...
0.1	VFG012971(gi:82776332) (iroC) putative ABC transporter protein [Salmochelin (IA016)] [S...
0.1	VFG034499(gi:386637712) (ecpD) putative receptor [E. coli common pilus (ECP) (CVF625)] ...
0.1	VFG012595(gi:91213001) (chuS) putative heme/hemoglobin transport protein [Hemin uptake ...
0.1	VFG043111(gi:15802377) (fliJ) flagellar biosynthesis chaperone [peritrichous flagella (...
0.1	VFG035248(gi:386600817) (ECOK1_3204) hypothetical protein [SCI-I T6SS (CVF734)] [Escher...
0.1	VFG034104(gi:386599812) (irp2) non-ribosomal peptide synthetase [Yersiniabactin siderop...
0.1	VFG018218(gi:16128275) (ecpD) predicted receptor [E. coli common pilus (ECP) (CVF625)] ...
0.1	VFG044329(gb|YP_002920249) (irp1) yersiniabactin polyketide synthase HMWP1 [Ybt (VF0564...
0.1	VFG033837(gi:26249490) (agn43) antigen 43 [Antigen 43, AIDA-I type (CVF451)] [Escherich...
0.1	VFG035239(gi:117625053) (APECO1_3705) hypothetical protein [SCI-I T6SS (CVF734)] [Esche...
0.1	VFG035102(gi:26249221) (c3386) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0.1	VFG035633(gi:222155044) (aec25) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0.1	VFG000916(gb|NP_756169) (chuS) heme oxygenase ChuS [Chu (VF0227)] [Escherichia coli CFT...
0.1	VFG035507(gi:387615561) (aec30) IcmF-like protein [ACE T6SS (CVF736)] [Escherichia coli...
0.1	VFG012594(gi:110643743) (chuS) putative heme/hemoglobin transport protein [Hemin uptake...
